head_label,tail_label,head_name,tail_name
AB17083,BA6718,上身,下身
AB17083,CA2398,上身,下身
AB17083,BA6684,上身,下身
AB17083,DA9243,上身,下身
AB17083,BA6295,上身,下身
AB17083,CA2369,上身,下身
AB17083,DA8745,上身,下身
AB17083,DA9320,上身,下身
AB17083,DA9283,上身,下身
AB17083,DA8865,上身,下身
AB15345,CA2525,上身,下身
AB15345,CA2499,上身,下身
AB15345,BA6503,上身,下身
AB15345,CA2434,上身,下身
AB15345,CA2494,上身,下身
AB15345,CA2528,上身,下身
AB15345,BA6537,上身,下身
AB15345,BA6445,上身,下身
AB15345,BA6553,上身,下身
AB15345,BA2952,上身,下身
AB7570,BA5450,上身,下身
AB7570,DA9030,上身,下身
AB7570,BA2952,上身,下身
AB7570,DA9043,上身,下身
AB7570,CA2469,上身,下身
AB7570,DA9059,上身,下身
AB7570,BA6192,上身,下身
AB7570,CA2559,上身,下身
AB7570,DA8940,上身,下身
AB7570,DA8950,上身,下身
AB13843,BA6556,上身,下身
AB13843,BA5826,上身,下身
AB13843,CA2451,上身,下身
AB13843,CA2526,上身,下身
AB13843,BA5191,上身,下身
AB13843,BA6528,上身,下身
AB13843,DA9151,上身,下身
AB13843,BA6494,上身,下身
AB13843,DA8092,上身,下身
AB13843,BA6563,上身,下身
AB9218,CA2437,上身,下身
AB9218,DA9093,上身,下身
AB9218,CA2540,上身,下身
AB9218,BA6537,上身,下身
AB9218,BA6503,上身,下身
AB9218,BA6445,上身,下身
AB9218,CA2491,上身,下身
AB9218,CA2545,上身,下身
AB9218,CA2539,上身,下身
AB9218,CA2500,上身,下身
AB15869,BA6731,上身,下身
AB15869,DA9171,上身,下身
AB15869,DA8752,上身,下身
AB15869,BA6387,上身,下身
AB15869,BA2370,上身,下身
AB15869,DA9318,上身,下身
AB15869,BA6668,上身,下身
AB15869,CA2409,上身,下身
AB15869,CA249,上身,下身
AB15869,BA6643,上身,下身
AB14607,BA6122,上身,下身
AB14607,DA8899,上身,下身
AB14607,DA8980,上身,下身
AB14607,CA2459,上身,下身
AB14607,CA2499,上身,下身
AB14607,CA2489,上身,下身
AB14607,CA2434,上身,下身
AB14607,BA6503,上身,下身
AB14607,BA6537,上身,下身
AB14607,CA2525,上身,下身
AB7754,CA2434,上身,下身
AB7754,CA2489,上身,下身
AB7754,BA5206,上身,下身
AB7754,BA6442,上身,下身
AB7754,DA9026,上身,下身
AB7754,DA8980,上身,下身
AB7754,DA9021,上身,下身
AB7754,CA2525,上身,下身
AB7754,CA1114,上身,下身
AB7754,BA6477,上身,下身
AB13179,BA6442,上身,下身
AB13179,DA8961,上身,下身
AB13179,CA1114,上身,下身
AB13179,BA6475,上身,下身
AB13179,BA6626,上身,下身
AB13179,BA6417,上身,下身
AB13179,BA6527,上身,下身
AB13179,DA9026,上身,下身
AB13179,DA9021,上身,下身
AB13179,DA8917,上身,下身
AB15800,CA2598,上身,下身
AB15800,DA2668,上身,下身
AB15800,BA6643,上身,下身
AB15800,DA8605,上身,下身
AB15800,BA6338,上身,下身
AB15800,BA6780,上身,下身
AB15800,CA1082,上身,下身
AB15800,BA6272,上身,下身
AB15800,DA9171,上身,下身
AB15800,CA2591,上身,下身
EA1428,BA5225,上身,下身
EA1428,BA5433,上身,下身
EA1428,BA6444,上身,下身
EA1428,DA9151,上身,下身
EA1428,DA9021,上身,下身
EA1428,BA6563,上身,下身
EA1428,BA6052,上身,下身
EA1428,BA5444,上身,下身
EA1428,BA6110,上身,下身
EA1428,DA8092,上身,下身
AB13041,CA2499,上身,下身
AB13041,BA6503,上身,下身
AB13041,CA2545,上身,下身
AB13041,BA6537,上身,下身
AB13041,CA2437,上身,下身
AB13041,DA9119,上身,下身
AB13041,BA6621,上身,下身
AB13041,BA6553,上身,下身
AB13041,CA2525,上身,下身
AB13041,CA2500,上身,下身
AB17013,CA2491,上身,下身
AB17013,CA2539,上身,下身
AB17013,CA2500,上身,下身
AB17013,CA2454,上身,下身
AB17013,BA6621,上身,下身
AB17013,DA9141,上身,下身
AB17013,CA2545,上身,下身
AB17013,CA2533,上身,下身
AB17013,DA9119,上身,下身
AB17013,DA9239,上身,下身
AB13003,CA2036,上身,下身
AB13003,BA5555,上身,下身
AB13003,CA1948,上身,下身
AB13003,BA5762,上身,下身
AB13003,CA1961,上身,下身
AB13003,CA1591,上身,下身
AB13003,CA2332,上身,下身
AB13003,CA2011,上身,下身
AB13003,CA2020,上身,下身
AB13003,CA2009,上身,下身
AB15418,BA6605,上身,下身
AB15418,CA2407,上身,下身
AB15418,BA6361,上身,下身
AB15418,CA2557,上身,下身
AB15418,CA2601,上身,下身
AB15418,BA6287,上身,下身
AB15418,BA6375,上身,下身
AB15418,DA8788,上身,下身
