head_label,tail_label,head_name,tail_name
AB17083,BA6618,上身,下身
AB17083,DA9240,上身,下身
AB17083,BA6735,上身,下身
AB17083,CA2412,上身,下身
AB17083,DA9215,上身,下身
AB17083,DA8836,上身,下身
AB17083,BA6740,上身,下身
AB17083,CA2409,上身,下身
AB17083,BA6633,上身,下身
AB17083,BA6668,上身,下身
AB17083,CA1082,上身,下身
AB17083,BA6377,上身,下身
AB17083,BA6604,上身,下身
AB17083,BA6303,上身,下身
AB17083,DA9210,上身,下身
AB17083,BA6704,上身,下身
AB17083,CA2599,上身,下身
AB17083,DA8745,上身,下身
AB17083,DA8885,上身,下身
AB17083,DA9287,上身,下身
AB15345,BA5495,上身,下身
AB15345,BA4816,上身,下身
AB15345,BA5803,上身,下身
AB15345,BA5524,上身,下身
AB15345,BA5639,上身,下身
AB15345,BA5718,上身,下身
AB15345,CA1494,上身,下身
AB15345,CA2281,上身,下身
AB15345,CA726,上身,下身
AB15345,BA2219,上身,下身
AB15345,BA5446,上身,下身
AB15345,BA3166,上身,下身
AB15345,BA3392,上身,下身
AB15345,BA5987,上身,下身
AB15345,BA2323,上身,下身
AB15345,BA5189,上身,下身
AB15345,BA6110,上身,下身
AB15345,BA3017,上身,下身
AB15345,BA5416,上身,下身
AB15345,BA6025,上身,下身
AB7570,BA4823,上身,下身
AB7570,BA4681,上身,下身
AB7570,CA2155,上身,下身
AB7570,DA9210,上身,下身
AB7570,BA6041,上身,下身
AB7570,CA2165,上身,下身
AB7570,CA1924,上身,下身
AB7570,BA6618,上身,下身
AB7570,DA9147,上身,下身
AB7570,BA5439,上身,下身
AB7570,BA6735,上身,下身
AB7570,DA9240,上身,下身
AB7570,CA1834,上身,下身
AB7570,DA9215,上身,下身
AB7570,CA1829,上身,下身
AB7570,CA2409,上身,下身
AB7570,DA8836,上身,下身
AB7570,CA2147,上身,下身
AB7570,BA5557,上身,下身
AB7570,BA6668,上身,下身
AB13843,BA5692,上身,下身
AB13843,BA6086,上身,下身
AB13843,BA5208,上身,下身
AB13843,BA5851,上身,下身
AB13843,BA4425,上身,下身
AB13843,BA2969,上身,下身
AB13843,BA3947,上身,下身
AB13843,BA6084,上身,下身
AB13843,CA2284,上身,下身
AB13843,BA5856,上身,下身
AB13843,BA4765,上身,下身
AB13843,BA5917,上身,下身
