head_label,tail_label,head_name,tail_name
AB16395,BA1919,上身,下身
AB16395,DA9005,上身,下身
AB16395,CA2528,上身,下身
AB16395,BA6568,上身,下身
AB16395,BA6558,上身,下身
AB16395,DA9151,上身,下身
AB16395,CA2495,上身,下身
AB16395,DA9002,上身,下身
AB16395,BA6450,上身,下身
AB16395,DA8970,上身,下身
AB10104,CA1873,上身,下身
AB10104,BA5173,上身,下身
AB10104,BA5225,上身,下身
AB10104,CA1863,上身,下身
AB10104,CA1904,上身,下身
AB10104,BA5909,上身,下身
AB10104,CA2098,上身,下身
AB10104,CA1535,上身,下身
AB10104,BA5218,上身,下身
AB10104,CA1834,上身,下身
AB13412,CA2070,上身,下身
AB13412,CA1995,上身,下身
AB13412,BA5588,上身,下身
AB13412,BA6414,上身,下身
AB13412,BA0321,上身,下身
AB13412,BA6424,上身,下身
AB13412,BA6672,上身,下身
AB13412,BA6783,上身,下身
AB13412,BA6562,上身,下身
AB13412,BA6721,上身,下身
AB14341,BA2067,上身,下身
AB14341,CA1446,上身,下身
AB14341,CA2275,上身,下身
AB14341,CA2051,上身,下身
AB14341,BA5439,上身,下身
AB14341,CA2241,上身,下身
AB14341,BA6104,上身,下身
AB14341,BA6058,上身,下身
AB14341,BA6152,上身,下身
AB14341,CA2142,上身,下身
AB15527,DA9343,上身,下身
AB15527,BA6706,上身,下身
AB15527,DA9138,上身,下身
AB15527,BA6624,上身,下身
AB15527,BA6724,上身,下身
AB15527,BA6614,上身,下身
AB15527,DA9193,上身,下身
AB15527,BA6623,上身,下身
AB15527,CA2586,上身,下身
AB15527,CA2417,上身,下身
AB16738,DA9131,上身,下身
AB16738,CA2453,上身,下身
AB16738,BA6505,上身,下身
AB16738,CA2495,上身,下身
AB16738,CA2528,上身,下身
AB16738,DA9002,上身,下身
AB16738,DA9151,上身,下身
AB16738,CA2446,上身,下身
AB16738,BA6558,上身,下身
AB16738,DA8950,上身,下身
AB14526,CA1250,上身,下身
AB14526,CA2079,上身,下身
AB14526,BA6392,上身,下身
AB14526,BA6463,上身,下身
AB14526,BA3855,上身,下身
AB14526,CA1995,上身,下身
AB14526,DA8899,上身,下身
AB14526,DA8865,上身,下身
AB14526,BA6618,上身,下身
AB14526,DA9021,上身,下身
AB9997,CA2079,上身,下身
AB9997,CA1250,上身,下身
AB9997,BA5541,上身,下身
AB9997,CA1972,上身,下身
AB9997,CA1995,上身,下身
AB9997,DA8899,上身,下身
AB9997,CA1639,上身,下身
AB9997,DA9009,上身,下身
AB9997,CA2070,上身,下身
AB9997,CA2325,上身,下身
EA3330,BA6395,上身,下身
EA3330,BA6438,上身,下身
EA3330,CA2545,上身,下身
EA3330,DA3191,上身,下身
EA3330,BA6644,上身,下身
EA3330,DA9121,上身,下身
EA3330,DA9168,上身,下身
EA3330,DA8973,上身,下身
EA3330,BA6501,上身,下身
EA3330,BA6417,上身,下身
AB12080,BA5190,上身,下身
AB12080,BA6190,上身,下身
AB12080,BA4682,上身,下身
AB12080,BA5856,上身,下身
AB12080,BA5204,上身,下身
AB12080,BA5966,上身,下身
AB12080,BA5270,上身,下身
AB12080,BA5474,上身,下身
AB12080,BA6086,上身,下身
AB12080,BA6163,上身,下身
AB17116,BA6706,上身,下身
AB17116,DA9138,上身,下身
AB17116,BA6624,上身,下身
AB17116,BA6724,上身,下身
AB17116,BA6614,上身,下身
AB17116,DA9193,上身,下身
AB17116,BA6623,上身,下身
AB17116,CA2586,上身,下身
AB17116,CA2417,上身,下身
AB17116,BA6335,上身,下身
AB16526,BA1919,上身,下身
AB16526,BA6568,上身,下身
AB16526,BA6558,上身,下身
AB16526,BA6450,上身,下身
AB16526,DA8970,上身,下身
AB16526,DA9151,上身,下身
AB16526,DA9005,上身,下身
AB16526,DA9002,上身,下身
AB16526,CA2495,上身,下身
AB16526,BA6588,上身,下身
AB16980,CA249,上身,下身
AB16980,DA9304,上身,下身
AB16980,CA2058,上身,下身
AB16980,DA9215,上身,下身
AB16980,CA2563,上身,下身
AB16980,CA2355,上身,下身
AB16980,BA6677,上身,下身
AB16980,BA6682,上身,下身
AB16980,BA6745,上身,下身
AB16980,BA6693,上身,下身
AB15217,DA9156,上身,下身
AB15217,CA2571,上身,下身
AB15217,DA9210,上身,下身
AB15217,DA9130,上身,下身
AB15217,CA2609,上身,下身
AB15217,DA8885,上身,下身
AB15217,BA6716,上身,下身
AB15217,BA6717,上身,下身
AB15217,BA6361,上身,下身
AB15217,BA6684,上身,下身
AB13629,CA2025,上身,下身
AB13629,CA1308,上身,下身
AB13629,BA6155,上身,下身
AB13629,BA5536,上身,下身
AB13629,BA5366,上身,下身
AB13629,BA5486,上身,下身
AB13629,BA5918,上身,下身
AB13629,BA5388,上身,下身
AB13629,BA5987,上身,下身
AB13629,BA6085,上身,下身
AB11579,BA5827,上身,下身
AB11579,BA4186,上身,下身
AB11579,CA1898,上身,下身
AB11579,BA5358,上身,下身
AB11579,BA5445,上身,下身
AB11579,CA1819,上身,下身
AB11579,CA2168,上身,下身
AB11579,BA6035,上身,下身
AB11579,BA5954,上身,下身
AB11579,BA5909,上身,下身
AB12116,BA5871,上身,下身
AB12116,BA2125,上身,下身
AB12116,BA6155,上身,下身
AB12116,BA5525,上身,下身
AB12116,BA5905,上身,下身
AB12116,BA5219,上身,下身
AB12116,CA1950,上身,下身
AB12116,BA2616,上身,下身
AB12116,CA2276,上身,下身
AB12116,BA3258,上身,下身
AB13185,BA6192,上身,下身
AB13185,BA2461,上身,下身
AB13185,BA5590,上身,下身
AB13185,BA2125,上身,下身
AB13185,CA1957,上身,下身
AB13185,BA5442,上身,下身
AB13185,BA5476,上身,下身
AB13185,CA2059,上身,下身
