head_label,tail_label,head_name,tail_name
AB11634,BA3392,上身,下身
AB11634,DA9039,上身,下身
AB11634,CA2187,上身,下身
AB11634,DA9068,上身,下身
AB11634,BA6188,上身,下身
AB11634,CA2429,上身,下身
AB11634,CA2038,上身,下身
AB11634,CA1793,上身,下身
AB11634,DA8801,上身,下身
AB11634,CA2459,上身,下身
AB13287,CA2458,上身,下身
AB13287,CA2009,上身,下身
AB13287,BA6660,上身,下身
AB13287,CA1863,上身,下身
AB13287,CA1997,上身,下身
AB13287,BA5485,上身,下身
AB13287,BA5256,上身,下身
AB13287,BA5416,上身,下身
AB13287,CA2241,上身,下身
AB13287,BA6025,上身,下身
AB11966,DA9094,上身,下身
AB11966,BA5251,上身,下身
AB11966,CA2276,上身,下身
AB11966,BA5726,上身,下身
AB11966,BA6503,上身,下身
AB11966,CA2599,上身,下身
AB11966,CA2185,上身,下身
AB11966,BA6716,上身,下身
AB11966,CA1700,上身,下身
AB11966,BA6720,上身,下身
AB0944,CA2148,上身,下身
AB0944,BA6377,上身,下身
AB0944,BA5955,上身,下身
AB0944,BA4778,上身,下身
AB0944,CA1780,上身,下身
AB0944,CA2183,上身,下身
AB0944,CA2332,上身,下身
AB0944,BA6076,上身,下身
AB0944,CA1957,上身,下身
AB0944,BA4901,上身,下身
AB14762,BA5251,上身,下身
AB14762,CA2185,上身,下身
AB14762,BA6377,上身,下身
AB14762,BA4901,上身,下身
AB14762,BA4778,上身,下身
AB14762,CA2332,上身,下身
AB14762,BA5626,上身,下身
AB14762,BA5452,上身,下身
AB14762,BA5953,上身,下身
AB14762,BA5955,上身,下身
AB16602,BA5420,上身,下身
AB16602,BA5026,上身,下身
AB16602,CA1794,上身,下身
AB16602,CA2025,上身,下身
AB16602,BA6544,上身,下身
AB16602,CA2532,上身,下身
AB16602,BA6700,上身,下身
AB16602,BA5546,上身,下身
AB16602,BA5471,上身,下身
AB16602,BA5941,上身,下身
AB14390,BA6465,上身,下身
AB14390,BA4021,上身,下身
AB14390,DA5588,上身,下身
AB14390,BA3799,上身,下身
AB14390,CA2272,上身,下身
AB14390,BA5486,上身,下身
AB14390,CA1994,上身,下身
AB14390,CA1645,上身,下身
AB14390,BA6600,上身,下身
AB14390,CA2325,上身,下身
AB16073,BA5779,上身,下身
AB16073,BA3327,上身,下身
AB16073,BA5968,上身,下身
AB16073,BA5528,上身,下身
AB16073,BA5175,上身,下身
AB16073,CA1794,上身,下身
AB16073,BA5902,上身,下身
AB16073,BA6517,上身,下身
AB16073,BA5434,上身,下身
AB16073,CA2204,上身,下身
AB14486,BA6314,上身,下身
AB14486,BA3846,上身,下身
AB14486,CA1374,上身,下身
AB14486,CA734,上身,下身
AB14486,BA6632,上身,下身
AB14486,BA6456,上身,下身
AB14486,BA6124,上身,下身
AB14486,BA4686,上身,下身
AB14486,BA5001,上身,下身
AB14486,CA2525,上身,下身
AB16302,CA2181,上身,下身
AB16302,BA5876,上身,下身
AB16302,CA2492,上身,下身
AB16302,BA6671,上身,下身
AB16302,BA4972,上身,下身
AB16302,CA1966,上身,下身
AB16302,BA5500,上身,下身
AB16302,CA1693,上身,下身
AB16302,BA3231,上身,下身
AB16302,DA9228,上身,下身
AB15344,BA5955,上身,下身
AB15344,BA6047,上身,下身
AB15344,CA2170,上身,下身
AB15344,BA4360,上身,下身
AB15344,BA6178,上身,下身
AB15344,BA5070,上身,下身
AB15344,BA5556,上身,下身
AB15344,BA5270,上身,下身
