head_label,tail_label,head_name,tail_name
AB16154,BA6396,上身,下身
AB16154,BA5839,上身,下身
AB16154,BA6303,上身,下身
AB16154,BA5666,上身,下身
AB16154,BA5564,上身,下身
AB16154,CA2026,上身,下身
AB16154,BA4670,上身,下身
AB16154,BA5469,上身,下身
AB16154,CA2578,上身,下身
AB16154,BA6425,上身,下身
AB16154,BA2125,上身,下身
AB16154,CA1784,上身,下身
AB16154,CA2273,上身,下身
AB16154,CA2011,上身,下身
AB16154,BA3674,上身,下身
AB16154,DA8752,上身,下身
AB16154,BA4778,上身,下身
AB16154,BA2625,上身,下身
AB16154,CA2177,上身,下身
AB16154,BA5898,上身,下身
AB13751,CA2022,上身,下身
AB13751,BA5533,上身,下身
AB13751,CA1945,上身,下身
AB13751,BA6614,上身,下身
AB13751,BA6133,上身,下身
AB13751,CA2417,上身,下身
AB13751,BA6724,上身,下身
AB13751,BA3860,上身,下身
AB13751,DA9193,上身,下身
AB13751,BA6191,上身,下身
AB13751,BA6134,上身,下身
AB13751,BA6706,上身,下身
AB13751,CA2586,上身,下身
AB13751,BA5732,上身,下身
AB13751,CA1987,上身,下身
AB13751,BA6623,上身,下身
AB13751,DA9138,上身,下身
AB13751,BA6624,上身,下身
AB13751,BA6203,上身,下身
AB13751,BA6112,上身,下身
AB13810,DA9094,上身,下身
AB13810,CA1450,上身,下身
AB13810,BA5871,上身,下身
AB13810,CA2049,上身,下身
AB13810,BA4932,上身,下身
AB13810,CA2092,上身,下身
AB13810,BA6142,上身,下身
AB13810,CA2147,上身,下身
AB13810,BA5914,上身,下身
AB13810,CA1446,上身,下身
AB13810,BA4829,上身,下身
AB13810,BA5987,上身,下身
AB13810,BA5873,上身,下身
AB13810,BA5870,上身,下身
AB13810,CA2202,上身,下身
AB13810,BA5710,上身,下身
AB13810,BA5317,上身,下身
AB13810,BA5969,上身,下身
AB13810,CA2220,上身,下身
AB13810,BA5320,上身,下身
AB11300,BA6438,上身,下身
AB11300,DA9194,上身,下身
AB11300,CA2591,上身,下身
AB11300,CA1441,上身,下身
AB11300,CA2036,上身,下身
AB11300,BA4464,上身,下身
AB11300,BA5970,上身,下身
AB11300,CA1686,上身,下身
AB11300,CA1963,上身,下身
AB11300,CA2503,上身,下身
AB11300,CA2019,上身,下身
AB11300,CA2047,上身,下身
AB11300,CA662,上身,下身
AB11300,CA1957,上身,下身
AB11300,BA5976,上身,下身
AB11300,CA1910,上身,下身
