head_label,tail_label,head_name,tail_name
AB12010,BA5016,上身,下身
AB12010,BA6137,上身,下身
AB12010,B1542,上身,下身
AB12010,BA5488,上身,下身
AB12010,BA5702,上身,下身
AB12010,BA6050,上身,下身
AB12010,BA5660,上身,下身
AB12010,CA2254,上身,下身
AB12010,BA6099,上身,下身
AB12010,DA9185,上身,下身
AB10088,BA5870,上身,下身
AB10088,BA3392,上身,下身
AB10088,BA5803,上身,下身
AB10088,BA4862,上身,下身
AB10088,BA5792,上身,下身
AB10088,CA1911,上身,下身
AB10088,BA6049,上身,下身
AB10088,BA4900,上身,下身
AB10088,BG0118,上身,下身
AB10088,BA5422,上身,下身
AB7858,DA8898,上身,下身
AB7858,CA1691,上身,下身
AB7858,BA5218,上身,下身
AB7858,BA5115,上身,下身
AB7858,BA3713,上身,下身
AB7858,CA2013,上身,下身
AB7858,CA2213,上身,下身
AB7858,CA2006,上身,下身
AB7858,CA2232,上身,下身
AB7858,CA1732,上身,下身
EA3157,BA5506,上身,下身
EA3157,CA2062,上身,下身
EA3157,BA5484,上身,下身
EA3157,DA9113,上身,下身
EA3157,BA6064,上身,下身
EA3157,BA3959,上身,下身
EA3157,BA4800,上身,下身
EA3157,BA5654,上身,下身
EA3157,BA4931,上身,下身
EA3157,BA2125,上身,下身
AB12317,CA1284,上身,下身
AB12317,CA2091,上身,下身
AB12317,CA2547,上身,下身
AB12317,BA6519,上身,下身
AB12317,BA2370,上身,下身
AB12317,CA2025,上身,下身
AB12317,BA4426,上身,下身
AB12317,CA1806,上身,下身
AB12317,CA1888,上身,下身
AB12317,BA4626,上身,下身
AB14904,BA6313,上身,下身
AB14904,DA9228,上身,下身
AB14904,BA2626,上身,下身
AB14904,BA6538,上身,下身
AB14904,CA2190,上身,下身
AB14904,BA5709,上身,下身
AB14904,BA6747,上身,下身
AB14904,BA6121,上身,下身
AB14904,CA2557,上身,下身
AB14904,CA2036,上身,下身
AB12486,BA5016,上身,下身
AB12486,CA2261,上身,下身
AB12486,BA5075,上身,下身
AB12486,BA6050,上身,下身
AB12486,BA5488,上身,下身
AB12486,BA5256,上身,下身
AB12486,BA5666,上身,下身
AB12486,CA1893,上身,下身
AB12486,BA5274,上身,下身
AB12486,DA9185,上身,下身
AB14240,BA2730,上身,下身
AB14240,BA5143,上身,下身
AB14240,BA5846,上身,下身
AB14240,DA8574,上身,下身
AB14240,BA5422,上身,下身
AB14240,BA5704,上身,下身
AB14240,CA1518,上身,下身
AB14240,BA4688,上身,下身
AB14240,BA5792,上身,下身
AB14240,BA4862,上身,下身
AB17017,BA6554,上身,下身
AB17017,BA5115,上身,下身
AB17017,BA5218,上身,下身
AB17017,DA8643,上身,下身
AB17017,DA9139,上身,下身
AB17017,DA8898,上身,下身
AB17017,BA5372,上身,下身
AB17017,BA3713,上身,下身
AB17017,CA1691,上身,下身
AB17017,BA6715,上身,下身
AB12909,CA2003,上身,下身
AB12909,CA1909,上身,下身
AB12909,DA9113,上身,下身
AB12909,BA5697,上身,下身
AB12909,BA3981,上身,下身
AB12909,BA2676,上身,下身
AB12909,BA6166,上身,下身
AB12909,DA9132,上身,下身
