head_label,tail_label,head_name,tail_name
AB11710,CA1351,上身,下身
AB11710,BA5791,上身,下身
AB11710,BA6041,上身,下身
AB11710,CA1961,上身,下身
AB11710,B1542,上身,下身
AB11710,BA5588,上身,下身
AB11710,BA3864,上身,下身
AB11710,CA1635,上身,下身
AB11710,BA6667,上身,下身
AB11710,BA5721,上身,下身
AB11710,BA2730,上身,下身
AB11710,BA6676,上身,下身
AB11710,BA5274,上身,下身
AB11710,BA2125,上身,下身
AB11710,BA3327,上身,下身
AB11710,BA5602,上身,下身
AB11710,CA2127,上身,下身
AB11710,BA5666,上身,下身
AB11710,BA5167,上身,下身
AB11710,CA2032,上身,下身
AB17071,CA2213,上身,下身
AB17071,CA1884,上身,下身
AB17071,CA1930,上身,下身
AB17071,BA6151,上身,下身
AB17071,BA6680,上身,下身
AB17071,DA3537,上身,下身
AB17071,BA6186,上身,下身
AB17071,BA6518,上身,下身
AB17071,BA5256,上身,下身
AB17071,BF0109,上身,下身
AB17071,CA2079,上身,下身
AB17071,BA5914,上身,下身
AB17071,BA5232,上身,下身
AB17071,BA6605,上身,下身
AB17071,CA2091,上身,下身
AB17071,BA4906,上身,下身
AB17071,BA5346,上身,下身
AB17071,CA2145,上身,下身
AB17071,BA4957,上身,下身
AB17071,BA6690,上身,下身
AB11795,CA1931,上身,下身
AB11795,CA2204,上身,下身
AB11795,BA6166,上身,下身
AB11795,BA5369,上身,下身
AB11795,CA1905,上身,下身
AB11795,CA1945,上身,下身
AB11795,BA6310,上身,下身
AB11795,CA1950,上身,下身
AB11795,CA667,上身,下身
AB11795,BA5593,上身,下身
AB11795,BA5483,上身,下身
AB11795,BA5694,上身,下身
AB11795,BA6047,上身,下身
AB11795,CA2251,上身,下身
AB11795,BA5814,上身,下身
AB11795,BA5689,上身,下身
AB11795,BA5782,上身,下身
AB11795,BA5992,上身,下身
AB11795,CA1784,上身,下身
AB11795,BA5474,上身,下身
AB16634,BA1798,上身,下身
AB16634,BA5992,上身,下身
AB16634,CA2165,上身,下身
AB16634,CA2251,上身,下身
AB16634,CA2350,上身,下身
AB16634,CA1950,上身,下身
AB16634,BA5442,上身,下身
AB16634,CA2003,上身,下身
AB16634,BA5154,上身,下身
AB16634,BA5814,上身,下身
AB16634,BA4823,上身,下身
AB16634,BA5782,上身,下身
AB16634,BA5369,上身,下身
AB16634,BA5518,上身,下身
AB16634,BA4763,上身,下身
AB16634,CA667,上身,下身
AB16634,BA5593,上身,下身
AB16634,BA4778,上身,下身
AB16634,BA3593,上身,下身
AB16634,CA1931,上身,下身
AB15442,BA5959,上身,下身
AB15442,CA1587,上身,下身
AB15442,BA4917,上身,下身
AB15442,BA5377,上身,下身
AB15442,BA6128,上身,下身
AB15442,BA6743,上身,下身
AB15442,BA6736,上身,下身
AB15442,BA6482,上身,下身
AB15442,BA6035,上身,下身
AB15442,BA6040,上身,下身
AB15442,BA5370,上身,下身
AB15442,BA6369,上身,下身
AB15442,BA4203,上身,下身
AB15442,BA5718,上身,下身
AB15442,BA6107,上身,下身
AB15442,BA5613,上身,下身
AB15442,DA8915,上身,下身
AB15442,CA1764,上身,下身
AB15442,CA2371,上身,下身
AB15442,BA5978,上身,下身
AB13378,BA5897,上身,下身
AB13378,CA1876,上身,下身
AB13378,CA1854,上身,下身
AB13378,CA2491,上身,下身
AB13378,BA6747,上身,下身
AB13378,CA2161,上身,下身
AB13378,BA2620,上身,下身
AB13378,CA1720,上身,下身
AB13378,BA6085,上身,下身
AB13378,CA1513,上身,下身
AB13378,CA1870,上身,下身
AB13378,BA5239,上身,下身
AB13378,BA6668,上身,下身
AB13378,BA4998,上身,下身
AB13378,BA4049,上身,下身
AB13378,BA6531,上身,下身
AB13378,BA6720,上身,下身
AB13378,CA2284,上身,下身
AB13378,BA5892,上身,下身
AB13378,DA8704,上身,下身
AB10463,CA1859,上身,下身
AB10463,BA6641,上身,下身
AB10463,DA9228,上身,下身
AB10463,CA2500,上身,下身
AB10463,CA2583,上身,下身
AB10463,CA2412,上身,下身
AB10463,BA4464,上身,下身
AB10463,CA2458,上身,下身
AB10463,DA9060,上身,下身
AB10463,BA5293,上身,下身
AB10463,BA4912,上身,下身
AB10463,CA2279,上身,下身
AB10463,BA5988,上身,下身
AB10463,BA5769,上身,下身
AB10463,BA2487,上身,下身
AB10463,BA5709,上身,下身
