head_label,tail_label,head_name,tail_name
AB13450,DA9061,上身,下身
AB13450,BA3057,上身,下身
AB13450,BA6235,上身,下身
AB13450,CA2240,上身,下身
AB13450,DA8940,上身,下身
AB13450,BA5217,上身,下身
AB13450,BA5092,上身,下身
AB13450,BA5218,上身,下身
AB13450,CA2183,上身,下身
AB13450,DA9328,上身,下身
AB10371,CA2183,上身,下身
AB10371,BA5218,上身,下身
AB10371,BA5865,上身,下身
AB10371,BA6502,上身,下身
AB10371,CA2573,上身,下身
AB10371,DA8940,上身,下身
AB10371,BA5250,上身,下身
AB10371,BA5372,上身,下身
AB10371,CA2277,上身,下身
AB10371,BA4735,上身,下身
AB16299,DA9215,上身,下身
AB16299,DA9044,上身,下身
AB16299,BA6081,上身,下身
AB16299,CA1835,上身,下身
AB16299,BA6411,上身,下身
AB16299,CA2092,上身,下身
AB16299,BA6520,上身,下身
AB16299,BA5912,上身,下身
AB16299,BA5336,上身,下身
AB16299,BA5412,上身,下身
AB15094,CA2137,上身,下身
AB15094,BA4566,上身,下身
AB15094,BA5292,上身,下身
AB15094,BA5297,上身,下身
AB15094,BA5437,上身,下身
AB15094,BA4778,上身,下身
AB15094,BA5898,上身,下身
AB15094,CA1782,上身,下身
AB15094,CA1876,上身,下身
AB15094,BA5617,上身,下身
AB13096,DA9207,上身,下身
AB13096,BA6538,上身,下身
AB13096,BA5969,上身,下身
AB13096,CA1484,上身,下身
AB13096,CA2529,上身,下身
AB13096,CA2127,上身,下身
AB13096,BA5459,上身,下身
AB13096,BA6581,上身,下身
AB13096,CA1937,上身,下身
AB13096,BA6732,上身,下身
AB14673,BA5459,上身,下身
AB14673,BA6581,上身,下身
AB14673,DA9207,上身,下身
AB14673,BA6076,上身,下身
AB14673,DA5588,上身,下身
AB14673,CA2529,上身,下身
AB14673,BA5969,上身,下身
AB14673,BA6538,上身,下身
AB14673,BA6446,上身,下身
AB14673,BA6732,上身,下身
AB12994,BA5232,上身,下身
AB12994,BA5606,上身,下身
AB12994,CA1899,上身,下身
AB12994,CA2212,上身,下身
AB12994,CA2062,上身,下身
AB12994,BA3984,上身,下身
AB12994,BA5869,上身,下身
AB12994,BA5386,上身,下身
AB12994,CA1978,上身,下身
AB12994,BA5992,上身,下身
AB11840,CA2429,上身,下身
AB11840,BA3981,上身,下身
AB11840,BA6150,上身,下身
AB11840,BA4241,上身,下身
AB11840,BA6417,上身,下身
AB11840,BA4360,上身,下身
AB11840,BA6646,上身,下身
AB11840,BA5176,上身,下身
AB11840,BA4940,上身,下身
AB11840,BA5888,上身,下身
AB13116,BA6581,上身,下身
AB13116,DA5588,上身,下身
AB13116,BA0126,上身,下身
AB13116,BA6446,上身,下身
AB13116,BA5459,上身,下身
AB13116,BA4159,上身,下身
AB13116,BA6076,上身,下身
AB13116,DA9239,上身,下身
AB13116,BA5429,上身,下身
AB13116,DA9093,上身,下身
AB15546,CA2212,上身,下身
AB15546,BA5420,上身,下身
AB15546,BA3984,上身,下身
AB15546,BA6141,上身,下身
AB15546,BA4566,上身,下身
AB15546,BA5232,上身,下身
AB15546,CA2437,上身,下身
AB15546,CA1782,上身,下身
AB15546,BA5278,上身,下身
AB15546,BA4441,上身,下身
AB15352,CA1667,上身,下身
AB15352,BA5999,上身,下身
AB15352,BA5945,上身,下身
AB15352,DA8945,上身,下身
AB15352,BA4918,上身,下身
AB15352,BA3392,上身,下身
AB15352,BA5719,上身,下身
AB15352,BA5579,上身,下身
AB15352,BA6544,上身,下身
AB15352,CA1718,上身,下身
AB10984,BA4021,上身,下身
AB10984,BA5846,上身,下身
AB10984,BA4704,上身,下身
AB10984,CA2229,上身,下身
AB10984,BA5395,上身,下身
AB10984,BA6404,上身,下身
AB10984,CA1753,上身,下身
AB10984,CA1837,上身,下身
AB10984,CA1484,上身,下身
AB10984,BA6526,上身,下身
AB6166,BA3922,上身,下身
AB6166,CA2149,上身,下身
AB6166,BA6069,上身,下身
AB6166,BA5474,上身,下身
AB6166,CA734,上身,下身
AB6166,BA5700,上身,下身
AB6166,DA5937,上身,下身
AB6166,BA5892,上身,下身
AB6166,BA4914,上身,下身
AB6166,BA5694,上身,下身
AB12221,CA1646,上身,下身
AB12221,DA9026,上身,下身
AB12221,BA6632,上身,下身
AB12221,DA9100,上身,下身
AB12221,CA1561,上身,下身
AB12221,DA9343,上身,下身
AB12221,BA5546,上身,下身
AB12221,BA4075,上身,下身
AB12221,BA5828,上身,下身
AB12221,CA1769,上身,下身
AB12781,BA5016,上身,下身
AB12781,BA5232,上身,下身
AB12781,CA2437,上身,下身
AB12781,BA5753,上身,下身
AB12781,BA4688,上身,下身
AB12781,BA5420,上身,下身
AB12781,BA5386,上身,下身
AB12781,BA6002,上身,下身
AB12781,CA1978,上身,下身
AB12781,CA2212,上身,下身
AB16604,BA3981,上身,下身
AB16604,BA5176,上身,下身
AB16604,BA5461,上身,下身
AB16604,BA5312,上身,下身
AB16604,BA5666,上身,下身
AB16604,BA5565,上身,下身
AB16604,CA2429,上身,下身
