head_label,tail_label,head_name,tail_name
AB17045,CA2190,上身,下身
AB17045,BA5740,上身,下身
AB17045,CA2273,上身,下身
AB17045,DA9267,上身,下身
AB17045,CA1950,上身,下身
AB17045,CA1883,上身,下身
AB17045,CA1614,上身,下身
AB17045,DA9207,上身,下身
AB17045,BA5613,上身,下身
AB17045,CA2563,上身,下身
AB17045,CA1953,上身,下身
AB17045,BA6517,上身,下身
AB17045,BA6436,上身,下身
AB17045,BA6376,上身,下身
AB17045,BA5429,上身,下身
AB17045,CA2500,上身,下身
AB17045,BA5755,上身,下身
AB17045,DA9002,上身,下身
AB17045,BA4682,上身,下身
AB17045,CA1982,上身,下身
AB13292,BA5256,上身,下身
AB13292,CA2437,上身,下身
AB13292,CA2059,上身,下身
AB13292,BA5856,上身,下身
AB13292,CA1584,上身,下身
AB13292,BA5434,上身,下身
AB13292,BA5739,上身,下身
AB13292,CA1930,上身,下身
AB13292,BA5869,上身,下身
AB13292,CA2025,上身,下身
AB13292,BA5646,上身,下身
AB13292,CA2585,上身,下身
AB13292,BA5167,上身,下身
AB13292,BA5783,上身,下身
AB13292,BA4418,上身,下身
AB13292,BA5721,上身,下身
AB13292,CA2106,上身,下身
AB13292,CA2057,上身,下身
AB13292,BA5227,上身,下身
AB13292,BA5846,上身,下身
AB14584,CA764,上身,下身
AB14584,BA5243,上身,下身
AB14584,BA5465,上身,下身
AB14584,CA1965,上身,下身
AB14584,BA5746,上身,下身
AB14584,CA2204,上身,下身
AB14584,CA1882,上身,下身
AB14584,BA5643,上身,下身
AB14584,BA3075,上身,下身
AB14584,BA5244,上身,下身
AB14584,BA5277,上身,下身
AB14584,BA6081,上身,下身
AB14584,BA5736,上身,下身
AB14584,BA4781,上身,下身
AB14584,CA1966,上身,下身
AB14584,BA6101,上身,下身
AB14584,CA2044,上身,下身
AB14584,BA2098,上身,下身
AB14584,CA1903,上身,下身
AB14584,BA6186,上身,下身
AB12358,BA5294,上身,下身
AB12358,BA5802,上身,下身
AB12358,CA2011,上身,下身
AB12358,CA1747,上身,下身
AB12358,BA5796,上身,下身
AB12358,BA6643,上身,下身
AB12358,BA6039,上身,下身
AB12358,BA3258,上身,下身
AB12358,BA4871,上身,下身
AB12358,BA3255,上身,下身
AB12358,BA5781,上身,下身
AB12358,BA6049,上身,下身
AB12358,CA2274,上身,下身
AB12358,CA2029,上身,下身
AB12358,BA5651,上身,下身
AB12358,BA3593,上身,下身
AB12358,DA9134,上身,下身
AB12358,BA3392,上身,下身
AB12358,CA2076,上身,下身
AB12358,CA2157,上身,下身
AB12271,BA6641,上身,下身
AB12271,CA2556,上身,下身
AB12271,DA9002,上身,下身
AB12271,BA5655,上身,下身
AB12271,CA1750,上身,下身
AB12271,BA6115,上身,下身
AB12271,BA5880,上身,下身
AB12271,BA6201,上身,下身
AB12271,CA2273,上身,下身
AB12271,BA5931,上身,下身
AB12271,DA9240,上身,下身
AB12271,BA5685,上身,下身
AB12271,CA1982,上身,下身
AB12271,BA6398,上身,下身
AB12271,BA5381,上身,下身
AB12271,BA5422,上身,下身
AB12271,BA6000,上身,下身
AB12271,BA3981,上身,下身
AB12271,DA8951,上身,下身
AB12271,BA6669,上身,下身
EA3279,CA1993,上身,下身
EA3279,CA1691,上身,下身
EA3279,BA6066,上身,下身
EA3279,BA5999,上身,下身
EA3279,CA1978,上身,下身
EA3279,CA2105,上身,下身
EA3279,BA4829,上身,下身
EA3279,CA1697,上身,下身
EA3279,CA1726,上身,下身
EA3279,CA2259,上身,下身
EA3279,CA2015,上身,下身
EA3279,CA1829,上身,下身
EA3279,BA5012,上身,下身
EA3279,CA1980,上身,下身
EA3279,BA4978,上身,下身
EA3279,DA8940,上身,下身
EA3279,CA2016,上身,下身
EA3279,BA5845,上身,下身
EA3279,BA5115,上身,下身
EA3279,BA6617,上身,下身
AB14488,DA8676,上身,下身
AB14488,BA4888,上身,下身
AB14488,CA1416,上身,下身
AB14488,BA1919,上身,下身
AB14488,BA6114,上身,下身
AB14488,CA2370,上身,下身
AB14488,CA2103,上身,下身
AB14488,BA6496,上身,下身
AB14488,BA5501,上身,下身
AB14488,DA9094,上身,下身
AB14488,CA1825,上身,下身
AB14488,CA2291,上身,下身
AB14488,CA1935,上身,下身
AB14488,BA5461,上身,下身
AB14488,CA1924,上身,下身
AB14488,BA5795,上身,下身
AB14488,BA5528,上身,下身
AB14488,CA718,上身,下身
AB14488,BA5439,上身,下身
AB14488,CA2104,上身,下身
AB14644,BA6425,上身,下身
AB14644,BA5555,上身,下身
AB14644,CA2449,上身,下身
AB14644,BA5326,上身,下身
AB14644,BA5564,上身,下身
AB14644,BA4686,上身,下身
AB14644,BA5782,上身,下身
AB14644,BA5939,上身,下身
AB14644,CA2212,上身,下身
AB14644,BA6043,上身,下身
AB14644,CA2358,上身,下身
AB14644,BA5646,上身,下身
AB14644,DA9239,上身,下身
AB14644,BA4813,上身,下身
AB14644,BA5713,上身,下身
AB14644,BA6314,上身,下身
AB14644,DA8704,上身,下身
AB14644,BA5602,上身,下身
AB14644,DA9130,上身,下身
AB14644,BA5047,上身,下身
AB6011,BA6597,上身,下身
AB6011,BA5462,上身,下身
AB6011,BA5312,上身,下身
AB6011,BA6637,上身,下身
AB6011,BA5935,上身,下身
AB6011,CA2275,上身,下身
AB6011,BA4800,上身,下身
AB6011,CA2460,上身,下身
AB6011,BA6343,上身,下身
AB6011,BA6035,上身,下身
AB6011,BA5801,上身,下身
AB6011,BA6002,上身,下身
AB6011,BA5915,上身,下身
AB6011,BA6238,上身,下身
AB6011,CA1794,上身,下身
AB6011,CA1603,上身,下身
AB6011,BA1877,上身,下身
AB6011,CA1846,上身,下身
AB6011,BA6644,上身,下身
AB6011,BA5836,上身,下身
AB12322,BA4241,上身,下身
AB12322,BA6711,上身,下身
AB12322,CA2539,上身,下身
AB12322,CA734,上身,下身
AB12322,BA6403,上身,下身
AB12322,BA5485,上身,下身
AB12322,CA1816,上身,下身
AB12322,BA6053,上身,下身
AB12322,BA6283,上身,下身
AB12322,BA6007,上身,下身
AB12322,BA5744,上身,下身
AB12322,BA6187,上身,下身
AB12322,DA9030,上身,下身
AB12322,CA2409,上身,下身
AB12322,CA2092,上身,下身
AB12322,BA5970,上身,下身
AB12322,BA4906,上身,下身
AB12322,CA2433,上身,下身
AB12322,CA1977,上身,下身
AB12322,BA4227,上身,下身
AB16140,BA2370,上身,下身
AB16140,CA2444,上身,下身
AB16140,BA6690,上身,下身
AB16140,BA1877,上身,下身
AB16140,BA6035,上身,下身
AB16140,BA4719,上身,下身
AB16140,BA5902,上身,下身
AB16140,DA9045,上身,下身
AB16140,BA6238,上身,下身
AB16140,BA5488,上身,下身
AB16140,BA6177,上身,下身
AB16140,BA5389,上身,下身
AB16140,BA4090,上身,下身
AB16140,BA4849,上身,下身
AB16140,CA2032,上身,下身
AB16140,BA5510,上身,下身
AB16140,CA2189,上身,下身
AB16140,BA5223,上身,下身
AB16140,BA5801,上身,下身
AB16140,CA2612,上身,下身
AB16661,BA6235,上身,下身
AB16661,BA5538,上身,下身
AB16661,DA8715,上身,下身
AB16661,CA2389,上身,下身
AB16661,CA2393,上身,下身
AB16661,BA3918,上身,下身
AB16661,BA5477,上身,下身
AB16661,BA5936,上身,下身
AB16661,CA2158,上身,下身
AB16661,CA1963,上身,下身
AB16661,CA1595,上身,下身
AB16661,BA5825,上身,下身
AB16661,BA6649,上身,下身
AB16661,CA2111,上身,下身
AB16661,BA6088,上身,下身
AB16661,BA6660,上身,下身
AB16661,DA8786,上身,下身
AB16661,BA5457,上身,下身
AB16661,BA5441,上身,下身
AB16661,BA5873,上身,下身
AB15307,BA6047,上身,下身
AB15307,BA5269,上身,下身
AB15307,BA5947,上身,下身
AB15307,CA2025,上身,下身
AB15307,DA9194,上身,下身
AB15307,BA6137,上身,下身
AB15307,BA5739,上身,下身
AB15307,BA4439,上身,下身
AB15307,CA2585,上身,下身
AB15307,CA2376,上身,下身
AB15307,BA5704,上身,下身
AB15307,BA6618,上身,下身
AB15307,BA4448,上身,下身
AB15307,BA6677,上身,下身
AB15307,BA5427,上身,下身
AB15307,CA1837,上身,下身
AB15307,BA6646,上身,下身
AB15307,CA2527,上身,下身
AB15307,BA4914,上身,下身
AB15307,BA5406,上身,下身
AB15870,BA6115,上身,下身
AB15870,CA1402,上身,下身
AB15870,BA5655,上身,下身
AB15870,BA6085,上身,下身
AB15870,CA2336,上身,下身
AB15870,BA5944,上身,下身
AB15870,BA5619,上身,下身
AB15870,DA9002,上身,下身
AB15870,DA9240,上身,下身
AB15870,CA1950,上身,下身
AB15870,BA6436,上身,下身
AB15870,CA2027,上身,下身
AB15870,BA6398,上身,下身
AB15870,CA2412,上身,下身
AB15870,CA2273,上身,下身
AB15870,BA5422,上身,下身
AB15870,DA8951,上身,下身
AB15870,CA2426,上身,下身
AB15870,BA6622,上身,下身
