head_label,tail_label,head_name,tail_name
AB10902,DA9026,上身,下身
AB10902,CA2492,上身,下身
AB10902,DA8980,上身,下身
AB10902,DA9002,上身,下身
AB10902,CA2407,上身,下身
AB10902,DA9094,上身,下身
AB10902,DA9277,上身,下身
AB10902,BA6530,上身,下身
AB10902,BA6623,上身,下身
AB10902,BA6724,上身,下身
AB9475,CA1952,上身,下身
AB9475,CA1933,上身,下身
AB9475,CA1957,上身,下身
AB9475,BA4840,上身,下身
AB9475,BA5078,上身,下身
AB9475,CA2053,上身,下身
AB9475,BA6537,上身,下身
AB9475,DA9017,上身,下身
AB9475,CA2452,上身,下身
AB9475,CA2525,上身,下身
AB16903,BA6466,上身,下身
AB16903,DA8990,上身,下身
AB16903,DA8995,上身,下身
AB16903,DA8948,上身,下身
AB16903,BA6430,上身,下身
AB16903,BA6597,上身,下身
AB16903,CA2560,上身,下身
AB16903,BA2694,上身,下身
AB16903,DA8951,上身,下身
AB16903,BA6396,上身,下身
ea2660,BA5444,上身,下身
ea2660,DA9003,上身,下身
ea2660,DA9094,上身,下身
ea2660,CA2525,上身,下身
ea2660,CA2499,上身,下身
ea2660,DA9073,上身,下身
ea2660,DA8980,上身,下身
ea2660,DA9017,上身,下身
ea2660,BA6537,上身,下身
ea2660,BA6520,上身,下身
AB12027,DA8595,上身,下身
AB12027,BA6644,上身,下身
AB12027,DA3191,上身,下身
AB12027,BA2730,上身,下身
AB12027,CA2470,上身,下身
AB12027,BA6488,上身,下身
AB12027,BA6464,上身,下身
AB12027,CA2438,上身,下身
AB12027,BA6404,上身,下身
AB12027,BA6442,上身,下身
AB16258,BA6495,上身,下身
AB16258,CA2431,上身,下身
AB16258,DA8915,上身,下身
AB16258,BA6428,上身,下身
AB16258,BA6396,上身,下身
AB16258,BA6660,上身,下身
AB16258,BA6596,上身,下身
AB16258,DA9192,上身,下身
AB16258,DA9039,上身,下身
AB16258,CA2535,上身,下身
AB17064,DA9192,上身,下身
AB17064,BA6660,上身,下身
AB17064,DA8999,上身,下身
AB17064,DA9168,上身,下身
AB17064,CA2502,上身,下身
AB17064,DA8915,上身,下身
AB17064,DA9134,上身,下身
AB17064,CA2431,上身,下身
AB17064,BA6646,上身,下身
AB17064,BA6495,上身,下身
AB14918,BA5495,上身,下身
AB14918,BA5564,上身,下身
AB14918,BA6434,上身,下身
AB14918,CA2526,上身,下身
AB14918,CA2527,上身,下身
AB14918,BA6505,上身,下身
AB14918,BA6581,上身,下身
AB14918,BA6546,上身,下身
AB14918,BA6494,上身,下身
AB14918,BA6440,上身,下身
AB5768,BA6510,上身,下身
AB5768,BA6502,上身,下身
AB5768,CA2446,上身,下身
AB5768,CA2452,上身,下身
AB5768,DA9073,上身,下身
AB5768,CA2458,上身,下身
