head_label,tail_label,head_name,tail_name
AB13344,BA6704,上身,下身
AB13344,CA2350,上身,下身
AB13344,CA2409,上身,下身
AB13344,BA6361,上身,下身
AB13344,DA9343,上身,下身
AB13344,CA2412,上身,下身
AB13344,BA6645,上身,下身
AB13344,CA2375,上身,下身
AB13344,BA2080,上身,下身
AB13344,DA8823,上身,下身
AB12086,BA6453,上身,下身
AB12086,DA9239,上身,下身
AB12086,DA9132,上身,下身
AB12086,DA9194,上身,下身
AB12086,DA2668,上身,下身
AB12086,BA6626,上身,下身
AB12086,DA8973,上身,下身
AB12086,BA5786,上身,下身
AB12086,BA6646,上身,下身
AB12086,DA9098,上身,下身
AB16860,BA6580,上身,下身
AB16860,DA9328,上身,下身
AB16860,DA8940,上身,下身
AB16860,DA9147,上身,下身
AB16860,DA8836,上身,下身
AB16860,DA8951,上身,下身
AB16860,DA9094,上身,下身
AB16860,DA9125,上身,下身
AB16860,CA2407,上身,下身
AB16860,CA2190,上身,下身
AB14477,DA9151,上身,下身
AB14477,DA8992,上身,下身
AB14477,DA9026,上身,下身
AB14477,DA9093,上身,下身
AB14477,DA8980,上身,下身
AB14477,DA9030,上身,下身
AB14477,BA6530,上身,下身
AB14477,CA2527,上身,下身
AB14477,DA8935,上身,下身
AB14477,BA6510,上身,下身
AB14395,BA6445,上身,下身
AB14395,BA6440,上身,下身
AB14395,CA2467,上身,下身
AB14395,CA2499,上身,下身
AB14395,BA6556,上身,下身
AB14395,DA8946,上身,下身
AB14395,CA2458,上身,下身
AB14395,BA6565,上身,下身
AB14395,CA2469,上身,下身
AB14395,DA9042,上身,下身
AB15817,BA6295,上身,下身
AB15817,DA8865,上身,下身
AB15817,DA9061,上身,下身
AB15817,BA6406,上身,下身
AB15817,CA2557,上身,下身
AB15817,DA8969,上身,下身
AB15817,DA9303,上身,下身
AB15817,DA9171,上身,下身
AB15817,CA2364,上身,下身
AB15817,BA6477,上身,下身
AB3557,DA9151,上身,下身
AB3557,DA9093,上身,下身
